3391,-1.4200000000000004
3432,-2.33
3391,-1.1700000000000006
3374,-1.5200000000000005
3374,-0.8200000000000005
3391,-1.4800000000000004
3391,0.5700000000000001
3333,0.9699999999999993
3432,-2.33
3391,-1.56
3374,-1.8900000000000006
3432,-1.8800000000000001
3354,-1.4400000000000004
3391,-1.1700000000000004
3268,1.649999999999999
3432,-2.1500000000000004
3391,-1.2700000000000002
3432,-1.6100000000000003
3333,-0.30000000000000027
3316,-0.5599999999999996
3432,-2.41
3374,-1.6300000000000001
3432,-1.6600000000000001
3432,-1.3800000000000003
3350,-0.6700000000000003
3432,-1.6199999999999999
3432,-1.93
3432,-2.1400000000000006
3391,-1.8800000000000006
3333,-0.44000000000000006
3432,-3.2500000000000004
3432,-2.41
3432,-1.9200000000000004
3432,-1.7900000000000003
3374,-1.31
3374,-1.1300000000000003
3228,-0.6900000000000007
3432,-1.3900000000000001
3432,-1.9300000000000002
3374,-1.8300000000000005
3432,-1.8200000000000005
3159,2.0100000000000002
3374,-2.2700000000000005
3293,-1.1900000000000004
3432,-1.6600000000000001
3432,-2.1400000000000006
3432,-1.2600000000000002
3432,-2.1500000000000004
3432,-2.24
3432,-1.4300000000000002
3391,-1.63
3432,-1.7000000000000002
3432,-2.5
3432,-0.1600000000000008
3432,-2.37
3432,-2.0500000000000003
3432,-2.64
3333,-0.07000000000000006
3351,-1.1900000000000006
3391,-1.7600000000000002
3333,-1.0600000000000003
3432,-1.5700000000000003
3432,-1.57
3350,0.8300000000000005
3432,-2.0100000000000002
3432,-2.06
3350,-1.5600000000000005
3391,-0.33999999999999986
3374,-0.8600000000000004
3391,-0.8700000000000002
3391,-0.3700000000000002
3432,-1.4200000000000004
3432,-2.1
3432,-1.3400000000000003
3432,-2.1000000000000005
3316,-0.060000000000000275
3374,-1.4200000000000002
3432,-2.2699999999999996
3316,-1.1500000000000004
3374,-0.6800000000000006
3391,-1.25
3391,-1.6200000000000003
3432,-2.41
3391,-2.0
3293,0.04000000000000026
3432,-2.1500000000000004
3432,-2.5500000000000003
3432,-1.6199999999999999
3432,-1.79
3333,-0.4199999999999997
3432,-1.2000000000000002
3432,-2.24
3429,-0.6200000000000004
3432,-2.02
3432,-1.9600000000000004
3432,-1.3900000000000003
3432,-2.02
3432,-1.75
3432,-1.9200000000000004
3391,-1.3000000000000003
3432,-1.5600000000000003
3432,-2.2800000000000002
3316,-0.4800000000000001
3432,-2.55
3432,-0.9900000000000001
